city,latitude,longitude,name,state,count
Toronto,43.6675353,-79.38566180000001,Tropical Palms,ON,1
Las Vegas,36.2045729,-115.24601670000001,Nevada Comprehensive Pain Center,NV,7
Toronto,43.6406358682,-79.4367561489,Grill Cottage,ON,2
Toronto,43.6474609,-79.40215400000001,Teaopia,ON,5
Phoenix,33.480903399999995,-112.2537754,Food City,AZ,8
Las Vegas,36.054100299999995,-115.2780598,Dotty's,NV,7
Phoenix,33.303837570700004,-111.99550994450001,Loose Leaf Tea Market,AZ,1
Las Vegas,36.013096000000004,-115.17098899999999,Rudolph's Christmas Trees,NV,2
Toronto,43.6467528324,-79.4072012231,Tokyo Smoke,ON,2
Las Vegas,36.021582,-115.277625,Vap O Rise Vape Shop,NV,2
Las Vegas,36.124303600000005,-115.243101,Tcby,NV,1
Phoenix,33.346575300000005,-111.97465249999999,Serafina at South Mountain,AZ,15
Phoenix,33.448997,-112.02419499999999,Aries Limousine,AZ,1
Las Vegas,36.20516729999999,-115.0750636,Clark County Public Auction,NV,6
Toronto,43.7229966,-79.5237382,North York Moving & Storage,ON,2
Las Vegas,36.1455404,-115.30075910000001,All Nevada Insurance,NV,1
Toronto,43.65198,-79.47191109999999,Wheels of Bloor,ON,1
Las Vegas,36.1396094,-115.1173232,EZ Fix Appliance Repair,NV,5
Phoenix,33.6530895346,-111.9294442245,Allstate Insurance: Jay LaSalle,AZ,1
Toronto,43.6494957,-79.3795298,Dove Cleaners,ON,2
Phoenix,33.4464113,-112.0627274,CubeSmart Self Storage,AZ,2
Las Vegas,36.1576054,-115.2860645,Perfect Fit Tailor,NV,2
Phoenix,33.5064125,-112.03338490000002,"Arizona Otolaryngology Consultants, PC",AZ,7
Phoenix,33.656735446,-111.9322880919,Escape Room 101,AZ,6
Las Vegas,36.086917,-115.20474499999999,Shutters 4 Less,NV,8
Las Vegas,36.110732299999995,-115.1722365,Bikini Bay Nevada,NV,2
Las Vegas,36.1104125,-115.20670109999999,1st Call Pet Cremation,NV,1
Phoenix,33.6923299,-111.94032539999999,Parker's Interstate Movers,AZ,4
Toronto,43.653226000000004,-79.3831843,Marcin Moka Photography,ON,1
Toronto,43.641701019799996,-79.4212992489,HelloFresh,ON,49
Las Vegas,36.2751033,-115.2800857,PAM Rehabilitation Hospital of Centennial Hills,NV,1
Phoenix,33.6071829,-111.94032539999999,All About Kitchen and Bath,AZ,11
Phoenix,33.8475943,-112.0735095,Royal HVAC,AZ,1
Phoenix,33.5083316,-112.0565795,On The Run Massage,AZ,2
Las Vegas,36.1237099,-115.2073495,Sijang Korean Restaurant,NV,19
Toronto,43.7106851,-79.3988454,Epoca Hair Group,ON,2
Las Vegas,36.1124113,-115.19959909999999,Luxury Limousines,NV,4
Las Vegas,36.133404999999996,-115.2773223,Sentry Recovery and Collections,NV,8
Las Vegas,36.1462673,-115.1829873,DispatchHealth,NV,5
Toronto,43.6640795,-79.41665909999999,The Good Neighbour,ON,3
Las Vegas,36.110062899999996,-115.1708909,Christina Aguilera - The Xperience,NV,20
Las Vegas,36.29468129999999,-115.29173870000001,Pete's Parking,NV,3
Phoenix,33.3216314,-111.98092350000002,Target Optical,AZ,1
Phoenix,33.495974,-112.02975,Mary Ann's - Zen Balance Massage,AZ,4
Las Vegas,36.155711100000005,-115.2426941,Designs By Simmons Fine Furniture,NV,8
Phoenix,33.6400213,-111.9781923294,Crumbl Cookies - Phoenix Tatum,AZ,18
Phoenix,33.5164542,-112.11777849999999,Extra Space Storage,AZ,1
Las Vegas,36.128561,-115.17112979999999,Epicurean Affair,NV,1
Toronto,43.6633786,-79.3840906,Xing Fu Tang,ON,4
Toronto,43.6495049,-79.3799351,The Calvin Bar,ON,1
Phoenix,33.486945500000004,-112.0827017,Dark Hall Coffee,AZ,8
Toronto,43.648711999999996,-79.3871626,Dyson Canada,ON,3
Las Vegas,36.1526121071,-115.2092158422,Body Medic of Las Vegas,NV,1
Las Vegas,36.05632979999999,-115.2739368,Sunset Ridge Surgery Center,NV,2
Phoenix,33.5842942,-111.975928,IV Nutrition Now,AZ,1
Las Vegas,36.020395799999996,-115.24541740000001,Walmart Pharmacy,NV,1
Phoenix,33.4944126,-112.0126587,Print Source 1,AZ,2
Las Vegas,36.175,-115.136389,Cafe Ba-Ba-Reeba,NV,1
Phoenix,33.4466884,-111.9774937,Cousins Subs,AZ,11
Phoenix,33.5018778,-112.14497759999999,Creative Moving & Packing,AZ,16
Phoenix,33.508844,-112.041523,T-Mobile,AZ,7
Las Vegas,36.1148543,-115.1552672,Chipotle Mexican Grill,NV,39
Las Vegas,36.0953641961,-115.1758302626,Pyramid Cafe,NV,123
Toronto,43.6656219209,-79.3870541932,Green Grotto,ON,18
Las Vegas,36.143962,-115.196995,Osaka Japanese Bistro,NV,77
Phoenix,33.6417157,-112.0670374,Murray and Sons Construction,AZ,9
Toronto,43.6481325,-79.38465550000001,The Krys Milktea Bar,ON,2
Las Vegas,36.0712013,-115.17347959999998,Vercini,NV,1
Toronto,43.7729455408,-79.2514597964,AllStar Wings & Ribs,ON,41
Toronto,43.6416445,-79.4320217,The Well of Alternative Medicine,ON,4
Las Vegas,36.124354,-115.24848899999999,Sam's Club,NV,74
Las Vegas,36.126506,-115.16573100000001,Sugar & Ice,NV,11
Las Vegas,36.136204828000004,-115.1514108626,Rikki Tiki Sushi,NV,18
Las Vegas,36.19518,-115.2573615,J & J Health Foods,NV,4
Toronto,43.6626763,-79.4034315,The Harbord Room,ON,7
Las Vegas,36.1232761,-115.2796896,Norm's Eggs Cafe,NV,38
Las Vegas,36.1013278111,-115.1881517683,Burger King,NV,45
Las Vegas,36.1605691,-115.32088519999999,Hair By Jacki,NV,1
Las Vegas,36.2988971148,-115.2797670466,The Parlor Aveda,NV,27
Las Vegas,36.069935799999996,-115.199224,Apache RV,NV,2
Las Vegas,36.19814,-115.28170800000001,Labcorp,NV,13
Phoenix,33.510436,-112.028449,Blanco Tacos + Tequila,AZ,96
Toronto,43.6231474,-79.5171946,Spin Dessert Café,ON,22
Phoenix,33.5850671365,-111.97846899620001,Iron Chef,AZ,74
Toronto,43.656977000000005,-79.38155359999999,Roll Play,ON,35
Toronto,43.7859729,-79.2760368,Peking Duck Kitchen,ON,14
Phoenix,33.6107716621,-111.9963345135,Roma Garden Ristorante,AZ,24
Toronto,43.650344,-79.39045899999999,The Jerk Joint,ON,14
Las Vegas,36.010171,-115.135498,Tokyo Discount,NV,5
Las Vegas,36.1688235,-115.21855729999999,Eco's Auto Detail,NV,4
Toronto,43.66358889999999,-79.41735329999999,Clinton's,ON,19
Toronto,43.657046,-79.4049065,Jelly Modern Doughnuts,ON,27
Las Vegas,36.1966487614,-115.26142317790001,Meineke Car Care Center,NV,23
Phoenix,33.6401722,-112.1077024,Kar Buffs,AZ,1
Las Vegas,36.055414,-115.241332,Bona Pizza,NV,3
Las Vegas,36.166826,-115.136802,Western Hotel & Bingo Parlor,NV,4
Las Vegas,36.127106899999994,-115.1648303,Christian Louboutin,NV,7
Las Vegas,36.115409899999996,-115.2523076,Beacon Academy of Nevada,NV,1
Phoenix,33.5087452,-112.03086709999998,Ken Myers - AAA Arizona,AZ,2
Phoenix,33.480292,-112.016659,Gojo Ethiopian Restaurant,AZ,17
Las Vegas,36.1429701,-115.20935,Holy Smoke Bbq,NV,2
Las Vegas,36.1360208,-115.1632091,Subway Restaurants,NV,13
Las Vegas,36.1606854895,-115.3315910731,Distill - A Local Bar,NV,119
Las Vegas,36.069741,-115.253656,No Limit,NV,1
Las Vegas,36.13279179999999,-115.1378939,Choudhury Golam S MD,NV,3
Las Vegas,36.078877476399995,-115.2179231323,Prince & Princess Pet Shop,NV,15
Las Vegas,36.085975016300004,-115.1356561998,Carl's Jr.,NV,6
Phoenix,33.6370097,-112.0701721,Salon Boulevard Hair & Nails,AZ,5
Phoenix,33.494238,-111.97784899999999,Red Tomato,AZ,2
Toronto,43.6461799,-79.4079871,Heel Boy,ON,5
Toronto,43.7602644,-79.4109593,HCafe Japanese Cafe,ON,10
Las Vegas,36.1442922,-115.266024,Subway Restaurants,NV,20
Toronto,43.6425745,-79.42609559999998,Appletree Medical Clinic,ON,4
Toronto,43.7087376403,-79.3990049544,Korean Cowboy,ON,13
Phoenix,33.49542,-112.1049186,Duskin & Duskin,AZ,1
Las Vegas,36.108373,-115.09946799999999,Foster Realty,NV,4
Las Vegas,36.043180624899996,-115.15021294360001,Pizza Natali,NV,23
Toronto,43.658666,-79.3883689,Wing Machine,ON,4
Toronto,43.6405223,-79.3923793,Tea Shop 168,ON,12
Las Vegas,36.0948217,-115.173216,Luxor IMAX Theatre,NV,2
Toronto,43.6561388094,-79.3933851206,Momo San,ON,31
Las Vegas,36.19573,-115.247745,Sterling Summerland Apartment Homes by ConAm Management,NV,18
Las Vegas,36.1146065,-115.215321,West Flamingo Animal Hospital,NV,30
Las Vegas,36.1631682,-115.14433290000001,Fusion Grille,NV,1
Las Vegas,36.171157089,-115.1391215,7-Eleven,NV,11
Phoenix,33.6884975,-112.11022240000001,i-17 Auto Parts,AZ,1
Las Vegas,36.146732899999996,-115.10036909999998,Transmission Wholesale,NV,3
Las Vegas,36.0998854,-115.2205297,Chupy's Mexican Restaurant,NV,4
Las Vegas,36.122917,-115.168527,DB Brasserie,NV,63
Toronto,43.6507368,-79.4506095,She Said Boom,ON,1
Las Vegas,36.1988542,-115.2659777,Pure Serenity Therapeutic Massage,NV,5
Las Vegas,36.1682555,-115.2947189,Coasta Cantina,NV,8
Phoenix,33.626027,-112.131875,JT Gyros,AZ,10
Las Vegas,36.052476399999996,-115.17161609999998,Raising Cane's,NV,61
Las Vegas,36.0550296117,-115.2440546239,Kung Fu Tea,NV,69
Phoenix,33.44886339999999,-111.98843909999998,Crowne Plaza Phoenix Airport,AZ,54
Las Vegas,36.091972,-115.042895,Expert Auto Sales & Services,NV,4
Phoenix,33.5519336233,-112.1343779522,Streets of New York,AZ,35
Las Vegas,36.2393015965,-115.2100354772,Aloha Hawaiian BBQ,NV,30
Toronto,43.6443012324,-79.4001731068,Portland Variety,ON,52
Las Vegas,36.1086528051,-115.13711046790002,Taste - Homestyle Indian Kitchen,NV,6
Toronto,43.6561157,-79.39238409999999,ND Sushi & Grill,ON,10
Phoenix,33.56345579999999,-112.0655918,Hi Hi Donuts,AZ,11
Phoenix,33.308355999999996,-111.97334840000002,Holiday Inn Express & Suites Phoenix/Chandler,AZ,17
Toronto,43.6421234,-79.4322405,LCBO - Queen and Dufferin,ON,2
Las Vegas,36.011942,-115.136169,Hot Dog Heaven,NV,5
Las Vegas,36.1412991351,-115.21184257040001,Chris's Auto Service,NV,5
Toronto,43.769292,-79.521876,Smart Choice Foodmart,ON,3
Las Vegas,36.1711855,-115.2067919,Learning Is Fun,NV,1
Toronto,43.6468356,-79.3825552,Hero Certified Burgers - TD Towers,ON,5
Phoenix,33.305824557,-112.0536254366,Filibertos Mexican Food,AZ,2
Toronto,43.735387100000004,-79.4202155,Bistro On Avenue,ON,5
Phoenix,33.4178852,-111.99598449999999,La Canasta Burrito Shoppe,AZ,19
Toronto,43.6604012682,-79.3886026138,Royal Taxi,ON,4
Phoenix,33.538807899999995,-112.0986547,Chik A Ribs,AZ,2
Phoenix,33.538956,-112.136734,Little Caesars Pizza,AZ,12
Las Vegas,36.0539330871,-115.16922805899999,Kate Spade New York Outlet,NV,5
Phoenix,33.4367238,-112.0810186,Schlotterer Gynecology,AZ,1
Toronto,43.6735876805,-79.4143905981,Bathurst Car Wash,ON,7
Toronto,43.7375792,-79.4347622,Fv Foods,ON,13
Toronto,43.6621,-79.33536120000001,Chang'e Studio,ON,1
Las Vegas,36.095519,-115.17606,Carrot Top,NV,13
Toronto,43.794255,-79.35372029999999,Deer Garden Signatures,ON,3
Las Vegas,36.1584643,-115.0830645,Wells Fargo Bank,NV,1
Phoenix,33.2909097,-112.03571370000002,D'amore Ids,AZ,3
Las Vegas,36.1717189,-115.1415053,Lady Luck Casino & Hotel,NV,2
Las Vegas,36.130028,-115.27838600000001,Chase Bank,NV,12
Las Vegas,36.14373,-115.29021000000002,Her Imports,NV,28
Toronto,43.6612748151,-79.3385943918,Baby On the Hip,ON,9
Phoenix,33.6374713784,-112.154392004,Hoot Owl,AZ,1
Las Vegas,36.070658200000004,-115.1302635,Lash Daddy,NV,23
Toronto,43.734937564,-79.3465893228,Donato Salon + Spa,ON,11
Toronto,43.78483370000001,-79.4717753,Real Canadian Superstore,ON,7
Toronto,43.6584408,-79.4879983,Coffee Culture Café & Eatery,ON,6
Las Vegas,36.1259454048,-115.2117770868,Tokyo Kitchen,NV,6
Phoenix,33.495432,-112.01556969999999,Ruggeri Sebastian B MD,AZ,4
Las Vegas,36.032169,-115.13585590000001,Yost Salons Exclusive,NV,5
Las Vegas,36.1452198,-115.17665120000001,Total Image & Spa,NV,3
Las Vegas,36.1584979,-115.13995609999999,Speakeasy Liquor & Market,NV,2
Phoenix,33.4717346769,-112.0692521492,Monte Vista Apartments,AZ,3
Las Vegas,36.2224598,-115.25972639999999,The Neck and Back Clinics,NV,3
Las Vegas,36.130313,-115.2745172,Collective Tattoo Parlor,NV,1
Las Vegas,36.115017,-115.141224,SuperPawn,NV,9
Phoenix,33.435936,-112.008472,Hudson News,AZ,2
Phoenix,33.5010568,-112.07417959999998,SuperPawn,AZ,5
Phoenix,33.304745000000004,-111.97768,Zoyo Frozen Yogurt -Ahwatukee,AZ,12
Phoenix,33.7635354,-112.0714835,All-Pro Haul,AZ,2
Toronto,43.6653396,-79.40947320000001,Rancho Relaxo,ON,5
Toronto,43.665501299999995,-79.4087533,T Cafe,ON,1
Phoenix,33.798266600000005,-112.0646328,Discount Tire,AZ,14
Phoenix,33.321263300000005,-111.97802620000002,Kid To Kid,AZ,22
Las Vegas,36.2173600884,-115.213061701,Wienerschnitzel,NV,11
Toronto,43.6568072,-79.36469050000001,Captain Cookes Fish and Chips,ON,1
Toronto,43.80392020000001,-79.2863821,Rain & Sunny Restaurant,ON,1
Toronto,43.6610457,-79.3816605,Bubble Tease,ON,2
Toronto,43.767194,-79.270336,Roll N Bowl,ON,14
Phoenix,33.6866303,-112.104598,Apache Stone,AZ,3
Las Vegas,36.2647451,-115.2579087,Thinique Centennial,NV,1
Las Vegas,36.0411389,-115.19840740000001,Aramark Uniform Services,NV,1
Las Vegas,36.1022441,-115.20097240000001,Las Vegas First Annual Asian Food Festival,NV,2
Las Vegas,36.010737400000004,-115.13406440000001,Heartsong Spay Neuter Clinic,NV,1
Las Vegas,36.1604854,-115.28996299999999,Bree Buckles - State Farm Insurance Agent,NV,5
Las Vegas,36.273779600000005,-115.25288130000001,Mostly Mail,NV,3
Toronto,43.6630546,-79.3316068,Lambretta Pizzeria East,ON,3
Toronto,43.664021999999996,-79.38393520000001,Toronto Tees,ON,2
Toronto,43.727485289899995,-79.4794103131,Klassic Car Wash,ON,1
Toronto,43.6570217,-79.3993567,Crimson Teas,ON,3
Phoenix,33.305374,-112.05380530000001,K-Bella Salon & Spa,AZ,1
Toronto,43.6504427,-79.3848319,Mediterra Restaurant & Lounge,ON,2
Phoenix,33.4745321,-112.07422820000001,St Joseph's Hospital and Medical Center MD,AZ,2
Toronto,43.6499005,-79.3970882,Hill Salon & Nail Spa,ON,5
Las Vegas,36.1104125,-115.20670109999999,Vegas Atmosphere,NV,1
Toronto,43.617664700000006,-79.4871532,Pizzeria Oro di Napoli,ON,4
Phoenix,33.4666837,-112.15217309999998,Rent-A-Tire,AZ,2
Las Vegas,36.269327000000004,-115.26762,Ross Dress for Less,NV,10
Toronto,43.654782,-79.38955,Anoush Middle Eastern Cuisine,ON,1
Phoenix,33.626163,-112.100277,Jackson's Boot and Shoe Repair,AZ,4
Toronto,43.7818807,-79.234831,Royal Progress Car Wash,ON,6
Las Vegas,36.071878399999996,-115.2532898,Dungeon of Discipline Gym,NV,1
Phoenix,33.5968427,-112.01529099999999,CoinLess Laundry,AZ,1
Phoenix,33.4464893292,-112.0191614511,Arizona Bounce Around,AZ,3
Phoenix,33.5392011,-112.09174750000001,Cascada Del Sol Apartments,AZ,6
Las Vegas,36.139711,-115.283635,Corporate Capital,NV,1
Las Vegas,36.0279501631,-115.11936585129999,Elephant Vapor 4,NV,1
Toronto,43.7280204,-79.4765846,Donna V Pledge Barrister & Solicitor,ON,1
Phoenix,33.3338381,-111.9987791,Sisters N Stitches,AZ,1
Las Vegas,36.1440852,-115.20248649999999,Las Vegas Mobility Store,NV,3
Toronto,43.6709766,-79.3913621,Pink Tartan,ON,2
Las Vegas,36.15116210000001,-115.20861359999999,The Triple Play,NV,1
Las Vegas,36.1163965374,-115.09159281209999,Smith's Fuel Center,NV,2
Las Vegas,36.159967,-115.07840300000001,WSS,NV,5
Phoenix,33.468804399999996,-112.19667340000002,Window Tinting,AZ,13
Phoenix,33.5651463,-112.1172878,Mitch's Furniture & Bedding Liquidation,AZ,3
Las Vegas,36.2412893,-115.14957959999998,Pirate Fest LV,NV,1
Toronto,43.647344816,-79.5122354708,Kingsway Theatre,ON,25
Las Vegas,36.118722600000005,-115.17343500000001,Smoked Burgers & BBQ,NV,16
Las Vegas,36.1414464269,-115.2095036841,Massis Auto Repair Service Inc,NV,1
Las Vegas,36.1678611,-115.0406679,Fix-a-Chip Auto Glass,NV,1
Las Vegas,36.110974,-115.171692,Lush,NV,3
Toronto,43.6453305,-79.391561,The Second City Training Centre,ON,1
Phoenix,33.6266441,-111.9784481,Walgreens,AZ,5
Toronto,43.6575662,-79.3884777,Pastabilities,ON,1
Toronto,43.853317100000005,-79.4621264,Schwartz-Resiman Centre,ON,2
Phoenix,33.4483771,-112.07403729999999,Victory Towing,AZ,1
Phoenix,33.5747715177,-112.0577297617,Mr. Triny Sonora Hot Dogs,AZ,1
Phoenix,33.6882018,-112.09949440000001,Online Automotive Group,AZ,2
Toronto,43.6527475849,-79.3785068325,Booster Juice,ON,2
Las Vegas,36.1678611,-115.0406679,Appliance Promasters,NV,2
Phoenix,33.5871093,-112.1028748,Iron Doors Arizona,AZ,1
Toronto,43.6503554,-79.3883508,Azkadenya - Mezza Diner,ON,4
Las Vegas,36.1949459,-115.2566702,Desert Hoa Management,NV,4
Phoenix,33.6647214,-112.0836395,St Lukes Catholic Church,AZ,1
Las Vegas,36.198811703800004,-115.14233024040001,Big Valley Towing,NV,6
Las Vegas,36.2271546294,-115.0805623457,LV Auto & Tire Service,NV,1
Las Vegas,36.1086082458,-115.0567550659,Pin-Ups Eastside,NV,1
Phoenix,33.639089,-112.063179,Yutaka Japanese Restaurant,AZ,3
Toronto,43.638387584200004,-79.4200811908,3 Brasseurs,ON,1
Phoenix,33.793173100000004,-112.11586899999999,Evergreen Synthetic Lawns & Putting Greens,AZ,4
Las Vegas,36.103533,-115.172343,Tix4Tonight - Showcase Mall,NV,1
Las Vegas,36.14606,-115.13673700000001,Los Arcos Birrieria and Taco Shop,NV,2
Las Vegas,36.1450906,-115.2578742,SkinRN,NV,2
Phoenix,33.63936470000001,-112.0762261,Central Park,AZ,3
Las Vegas,36.13881,-115.283061,All Storage - The Lakes,NV,2
Las Vegas,36.128561,-115.17112979999999,Nala's World,NV,1
Phoenix,33.511808,-112.11754099999999,Pre-Owned Car Co,AZ,1
Las Vegas,36.1608875,-115.15013259999999,Studio Plaza Apartments,NV,2
Phoenix,33.4986286,-111.9224398,Kreative Audio Video,AZ,1
Las Vegas,36.158461100000004,-115.14048799999999,Tabic's Sewing Machines,NV,1
Las Vegas,36.084751000000004,-115.29317900000001,The Ferraro Group,NV,6
Las Vegas,36.139354,-115.13580800000001,GGRM Law Firm,NV,4
Toronto,43.6489232,-79.37172259999998,Manotas Organics and Fine Foods,ON,1
Las Vegas,36.0765176,-115.1533426,Southwest Landscaping,NV,2
Las Vegas,36.1609115,-115.3169615,Fritts Solar Company,NV,1
Toronto,43.6399361,-79.421488,Fresh Cosmetic Clinic,ON,4
Phoenix,33.4520664,-112.15853919999999,Gershel Brothers,AZ,2
Las Vegas,36.120706,-115.18978700000001,PDQ Printing,NV,3
Las Vegas,36.1286137,-115.0110102,Bridge Yard Care,NV,3
Las Vegas,36.067061700000004,-115.1616342,Teksystems,NV,3
Las Vegas,36.069994200000004,-115.27602579999999,Jim Fong - Urban Nest Realty,NV,1
Toronto,43.6473609,-79.3811231,Femme de Carriere,ON,2
Phoenix,33.4517623,-112.0686423,Snell & Wilmer,AZ,4
Phoenix,33.675782,-112.10446200000001,Phoenix Window Tinting Solution,AZ,4
Toronto,43.67950870000001,-79.3452468,Souv Like,ON,3
Toronto,43.683958200000006,-79.28721920000001,The Blush Parlour,ON,1
Phoenix,33.724697,-112.09666000000001,SKYTECH DRILLING,AZ,1
Las Vegas,36.165681899999996,-115.1345122,Gaucho's Sacred Flavors,NV,2
Las Vegas,36.1434643,-115.06930590000002,Five89 by Sunrise Management,NV,3
Las Vegas,36.068938771999996,-115.1781837533,Farmtable Kitchen & Spirits,NV,4
Toronto,43.664922600000004,-79.4108878,Mugi,ON,1
Las Vegas,36.1887803,-115.2066548,Joker's,NV,1
Las Vegas,36.119189,-115.2797301,Flawless Color & Extensions,NV,1
Phoenix,33.656367700000004,-112.0119892,Dealer Tinting Az,AZ,2
Phoenix,33.712506,-112.109748,Shell,AZ,1
Phoenix,33.508979,-112.04286299999998,Pearson Eyecare Group,AZ,3
Phoenix,33.640223,-112.004267,Bawarchi Indian Cuisine,AZ,57
Las Vegas,36.1605691,-115.32088519999999,Evolution Expeditions,NV,16
Toronto,43.646186799999995,-79.4085238,Valhalla Cards & Gifts,ON,2
Toronto,43.672275799999994,-79.3872816,Star Anise,ON,4
Las Vegas,36.2336319024,-115.25092880049999,Tostadas & Tacos,NV,3
Phoenix,33.7973943958,-112.11428240459999,Carefree Smiles,AZ,1
Phoenix,33.538913,-112.097523,Off Da Hook Soul Food,AZ,20
Toronto,43.677122100000005,-79.359008,Ryus Noodle Bar,ON,32
Phoenix,33.4321211,-112.1699408,Brooklyn Bedding,AZ,27
Toronto,43.655657299999994,-79.384737,Chatime - Dundas,ON,44
Phoenix,33.3788779,-112.00525890000002,Integra,AZ,16
Las Vegas,36.1280756,-115.22456640000001,Cravin' Cajun,NV,23
Las Vegas,36.0621369,-115.24333349999999,Pigs & Pomps,NV,12
Las Vegas,36.1364404,-115.24347250000001,Bank of the West,NV,4
Las Vegas,36.1131599,-115.172793,Lullaby Lane Boutique Baby Photography,NV,2
Las Vegas,36.190518,-115.20428600000001,Las Vegas Manor,NV,2
Las Vegas,36.16915170000001,-115.2913521,Century 16 Suncoast,NV,19
Phoenix,33.504553,-112.06436799999999,Enterprise Rent-A-Car,AZ,29
Toronto,43.7237097,-79.4937863,Amigos Latin Flavour,ON,1
Phoenix,33.494839899999995,-112.001775,Park Avenue Cleaners,AZ,14
Las Vegas,36.1586297,-115.2630605,McDonald's,NV,38
Las Vegas,36.1452683,-115.215519,Digestive Associates,NV,28
Phoenix,33.7112906335,-112.1111088532,L&L Hawaiian BBQ,AZ,83
Las Vegas,36.1469018591,-115.3323247374,Nordstrom Rack Downtown Summerlin,NV,28
Toronto,43.7640519918,-79.41187296060001,Bake Code  - North York,ON,38
Las Vegas,36.218708014099995,-115.25904228739999,Capriotti's Sandwich Shop,NV,38
Las Vegas,36.114502,-115.16040500000001,Five Star Liquor,NV,32
Toronto,43.654388299999994,-79.39932859999999,Ka Chi Korean Restaurant,ON,21
Las Vegas,36.1258946,-115.2037067,Beauty To Beauty,NV,32
Phoenix,33.4954758,-111.9881878,Pei Wei,AZ,103
Toronto,43.6801773,-79.33845290000001,Dealicious,ON,6
Phoenix,33.4483771,-112.07403729999999,Coolwater Pool & Spa LLC,AZ,12
Las Vegas,36.099743700000005,-115.1179817,B & L Shoe & Luggage Repair,NV,20
Las Vegas,36.17269279999999,-115.0973345,Sunset Clinic,NV,8
Phoenix,33.6408862509,-112.0592344033,Raising Cane's Chicken Fingers,AZ,35
Las Vegas,36.129175,-115.21432800000001,Noble Park by ConAm Management,NV,16
Las Vegas,36.121558,-115.169758,San Gennaro Grill,NV,16
Toronto,43.644869799999995,-79.3830719,Chipotle Mexican Grill,ON,22
Las Vegas,36.124747,-115.172081,Treasure Island,NV,964
Las Vegas,36.1587191,-115.21326979999999,Dream Design,NV,1
Las Vegas,36.089661,-115.29793899999999,Emporium Nails Spa,NV,9
Las Vegas,36.1150822,-115.1484842,9091,NV,6
Toronto,43.6560685419,-79.3784914805,The PomAnar,ON,2
Toronto,43.661674600000005,-79.3828415,"Matthew Serrick, DC",ON,2
Las Vegas,36.044368,-115.247206,Chaiya Meditation Monastery Monthly Food Fair,NV,1
Las Vegas,36.2190682,-115.25911909999999,Sushi In Summerlin,NV,18
Phoenix,33.5059827089,-112.03928847959999,Jacksons Car Wash,AZ,377
Phoenix,33.4496356,-112.07471070000001,Valley Metro,AZ,63
Las Vegas,36.20366679999999,-115.21246000000001,Acme Moving Company,NV,2
Las Vegas,36.105762,-115.17221299999999,Tasti D-Lite,NV,6
Phoenix,33.5102606,-112.08194240000002,Michael's Cafe,AZ,16
Toronto,43.677614299999995,-79.3531992,Caramelle Boutique + Spa,ON,4
Phoenix,33.53738,-112.046501,Trailhead Bike Cafe,AZ,21
Toronto,43.6527045,-79.406407,Pho Tien,ON,9
Las Vegas,36.1440082,-115.1589443,Sin City Blo Bar,NV,7
Phoenix,33.4936748,-112.236306,Pizza Hut,AZ,21
Las Vegas,36.120790500000005,-115.15839170000001,Palmeira Home + Health,NV,3
Phoenix,33.372209000000005,-111.9757703,Bristol West Insurance,AZ,13
Toronto,43.6879268,-79.3021335,Smiley's Restaurant & Deli,ON,5
Toronto,43.656219799999995,-79.3832909,Fusia Asian Kitchen,ON,11
Las Vegas,36.0457049391,-115.24419149209999,Puff Vapors,NV,9
Las Vegas,36.014707961999996,-115.1713350903,Capriotti's Sandwich Shop,NV,47
Phoenix,33.5073239,-112.0468584,ZK Grill,AZ,28
Las Vegas,36.1600355773,-115.3314544383,Islands Restaurant,NV,83
Las Vegas,36.143192299999995,-115.242116,The+Source,NV,30
Las Vegas,36.0780826,-115.24212949999999,Jaburritos Sushi Burritos,NV,23
Las Vegas,36.2306843,-115.05639099999999,Starbucks,NV,8
Phoenix,33.5089093,-112.0306499,Website Backup,AZ,61
Phoenix,33.467162,-112.072348,The Phoenix Theatre Company,AZ,10
Toronto,43.8213424,-79.24630429999999,Showtime Bistro,ON,13
Phoenix,33.4798487,-112.11885420000002,Taqueria El Vaporcito,AZ,34
Toronto,43.6500434,-79.39101120000001,Starbucks,ON,11
Las Vegas,36.21935,-115.24493000000001,IHOP,NV,26
Las Vegas,36.063421168400005,-115.2414469067,Einstein Bros,NV,105
Toronto,43.6582334,-79.3725573,Piassa Ingera,ON,1
Toronto,43.62077360000001,-79.5258525,Armin Auto Sales,ON,3
Las Vegas,36.219144274099996,-115.2804828875,KFC,NV,42
Las Vegas,36.011841445900004,-115.1530872658,PhilHouse,NV,9
Phoenix,33.64099960000001,-112.01889990000001,Yunan Wok,AZ,19
Las Vegas,36.1304547,-115.1108625,Jardín Premium Cannabis Dispensary,NV,22
Las Vegas,36.0635593112,-115.2414806541,The Noodle Man,NV,139
Las Vegas,36.124423,-115.146372,KittyBar,NV,1
Phoenix,33.5830846,-112.1106061,Dynamic Door Service Today,AZ,7
Las Vegas,36.0108514787,-115.12160869709999,Marshalls,NV,13
Toronto,43.6477016,-79.4007572,Tattoo Rock Parlour,ON,16
Las Vegas,36.1107749,-115.1721858,Db's Pong & Pool,NV,13
Las Vegas,36.068380100000006,-115.11197820000001,Sunset Park,NV,30
Toronto,43.6603506,-79.4325104,Thai Green Chili,ON,19
Las Vegas,36.114475799999994,-115.1018902,HDMC Group,NV,2
